,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activations,param_batch_size,param_dropout_rate,param_learning_rate,param_nb_epoch,param_neurons,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,4.273947095870971,0.08170973604624786,0.007060861587524414,0.0011835139725617882,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,50,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 50, 'neurons': [20, 10, 5, 1]}",-70273.83403224578,-70015.46026693106,-65456.23196963065,-64479.585762286864,-69620.1242174812,-67969.0472497151,2478.5675543554394,1272,-68385.01612176141,-66490.10597841343,-68636.45684813285,-68043.64481952018,-67453.94361840075,-67801.83347724572,766.3977137789327
1,4.34943642616272,0.043071295129395185,0.008073949813842773,0.001438378814281131,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,50,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 50, 'neurons': [30, 30, 15, 1]}",-69028.37055301602,-70874.46324390046,-64635.55053593071,-63946.70356164739,-69666.86706569057,-67630.39099203704,2798.7214534186996,918,-66182.24086782419,-67344.20048569154,-67936.85031090816,-67225.32304888574,-67390.92415593304,-67215.90777384854,571.9097508638795
2,4.384030818939209,0.06604858656270932,0.0065880298614501955,0.000426503221077285,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,50,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 50, 'neurons': [50, 50, 25, 1]}",-67174.31516948737,-70421.00199850266,-65175.96304402679,-64458.25056540753,-69314.58643503152,-67308.82344249116,2297.8987022560946,449,-65040.23452427693,-67017.61034712542,-68407.6499143045,-68600.97693242207,-67102.73116127733,-67233.84057588124,1274.5778030709614
3,4.384392309188843,0.0747887456030976,0.0065572261810302734,0.0003027196107737567,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,100,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 100, 'neurons': [20, 10, 5, 1]}",-68868.10235786099,-70679.92654935125,-63175.79304218806,-63798.11941076893,-68426.62666281991,-66989.71360459781,2964.5572545442524,136,-66695.91757151457,-67241.63340636884,-66420.29635756221,-67073.38363849848,-65793.82983475123,-66645.01216173905,513.2365806939923
4,4.404391574859619,0.07865959576975694,0.006559848785400391,0.0010513719449703476,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,100,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 100, 'neurons': [30, 30, 15, 1]}",-69595.65107792728,-70537.32351771352,-64309.54109763968,-64789.84355396298,-70405.01113990643,-67927.47407742997,2780.880538603809,1247,-66964.14662858967,-66982.47076960868,-67547.09313996205,-68251.14991582418,-68338.00053322452,-67616.57219744183,592.5738447548796
5,4.358417987823486,0.05027266135097399,0.00789647102355957,0.0027061489751233053,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,100,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 100, 'neurons': [50, 50, 25, 1]}",-70566.48196159261,-69577.78926812741,-67479.59351424211,-63616.46225124162,-69169.24400085473,-68081.9141992117,2445.2425888806683,1337,-68014.12711634322,-65479.30032113134,-70574.88509957655,-66642.70689654036,-67042.81614510766,-67550.76711573984,1716.5986311160912
6,4.395712757110596,0.04211151746744941,0.006289339065551758,0.0003851119920859766,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,500,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 500, 'neurons': [20, 10, 5, 1]}",-69668.33564883546,-70827.31841692385,-64413.353937054635,-64504.53517206861,-68177.31935716863,-67518.17250641025,2635.5276928361304,765,-66959.35507316816,-67276.41321957242,-67508.02584029589,-67660.1399715864,-65927.57136567128,-67066.30109405883,616.4503734911953
7,4.369527292251587,0.048178029584971645,0.007196998596191407,0.001175979658799076,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,500,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 500, 'neurons': [30, 30, 15, 1]}",-69116.69874384078,-70071.79234415991,-64781.323687325304,-65183.14687128968,-69748.4611171207,-67780.28455274728,2308.6628270749784,1125,-66473.68967824626,-66405.31086018476,-68376.76839807101,-68473.35834398678,-67772.92626128497,-67500.41070835476,899.1434123347198
8,4.373984432220459,0.05141821102167207,0.0062255382537841795,0.00039032744552323884,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,500,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 500, 'neurons': [50, 50, 25, 1]}",-69274.58921621973,-69413.36440650605,-63236.44474370623,-64266.81166804329,-67987.00752858169,-66835.6435126114,2587.3488003358752,65,-66880.2930158818,-65755.69557183153,-66797.87370271345,-67985.4650335375,-65721.31619460139,-66628.12870371314,838.8337872981151
9,4.462256383895874,0.10955660677259346,0.007097291946411133,0.0012300471165936713,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,1000,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 1000, 'neurons': [20, 10, 5, 1]}",-67990.23055528685,-72143.95321294451,-65657.38775671003,-63846.9176859911,-69405.97158322195,-67808.89215883089,2887.992851809533,1154,-65506.45008753686,-68096.08726724281,-68923.51923985258,-67301.05705663303,-66975.15229267273,-67360.4531887876,1146.6163401840847
10,4.468302154541016,0.13108768143881497,0.006211090087890625,0.0004147456140628533,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,1000,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 1000, 'neurons': [30, 30, 15, 1]}",-69753.22612315314,-70177.53504897357,-66165.35345552996,-63476.42836690978,-68913.27238945878,-67697.16307680504,2530.5969429502666,1000,-66938.54753552703,-66827.38511460605,-69051.1771497707,-66953.18701170212,-66296.67870510055,-67213.39510334129,949.7436446613386
11,4.39264988899231,0.060891034124144865,0.006206655502319336,0.000409492876407224,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,1000,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 1000, 'neurons': [50, 50, 25, 1]}",-68488.34001825747,-70371.7862456194,-63641.874326165154,-64188.83219515137,-70004.61697281718,-67339.08995160212,2871.1176966935523,489,-66206.39725598277,-66747.84920106558,-66894.69948113176,-67621.78320089144,-67698.93809484704,-67033.93344678372,561.0427711458308
12,4.368030166625976,0.03319767026490892,0.006218099594116211,0.0003965669369403121,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,5000,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 5000, 'neurons': [20, 10, 5, 1]}",-69854.51581736654,-69696.91490597992,-64780.23201297011,-63942.22952961265,-67445.38004786451,-67143.85446275875,2441.0585237665177,272,-67299.50693461469,-65863.30845475031,-68218.781282174,-67967.01047250812,-65461.76084671601,-66962.07359815264,1110.071779080333
13,4.38553295135498,0.03851963033251797,0.006378889083862305,0.0004859002228354381,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,5000,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 5000, 'neurons': [30, 30, 15, 1]}",-70060.23493121138,-70913.14002822997,-65001.59552585829,-64248.659517238935,-69129.63436134659,-67870.65287277703,2719.792565536757,1204,-66976.54331564628,-67471.54852965244,-68383.16932056761,-68114.37766370794,-67491.00977934728,-67687.3297217843,501.3747200972661
14,4.393381643295288,0.08562988460322028,0.006217002868652344,0.00037369116901901476,"['relu', 'relu', 'relu', 'identity']",32,0,0.01,5000,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.01, 'nb_epoch': 5000, 'neurons': [50, 50, 25, 1]}",-68857.23844308218,-69381.3591670044,-63079.93973844084,-65451.8482263452,-69116.26183555677,-67177.32948208587,2498.2068735720777,310,-66051.96212720615,-65550.5479220154,-66355.3561455561,-69283.04318414182,-67137.96958933168,-66875.77579365023,1309.1536468053152
15,4.43938102722168,0.03615877782185344,0.006027126312255859,2.079775433108553e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,50,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 50, 'neurons': [20, 10, 5, 1]}",-70094.26218702331,-69671.43818522603,-63714.021052248,-62368.720362951266,-69092.22746089728,-66988.13384966918,3266.011662613958,135,-67759.18060562215,-65901.92011122263,-67222.99940744262,-65223.12287072766,-66536.83748585853,-66528.81209617472,904.8298197219794
16,4.368765640258789,0.050693100599781354,0.006358671188354492,0.0006409629117392146,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,50,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 50, 'neurons': [30, 30, 15, 1]}",-68918.87190055691,-70296.80133151612,-67103.60382236508,-64053.46124617152,-69882.23775563332,-68050.99521124859,2281.5842118894475,1318,-66643.30425780357,-67019.75173544031,-70202.829196048,-67860.80070866446,-67888.16019913468,-67922.96921941821,1237.4313994729882
17,4.379621267318726,0.06244254350249847,0.006045103073120117,2.55844354416113e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,50,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 50, 'neurons': [50, 50, 25, 1]}",-69475.4799391721,-68684.49907195181,-65610.80032060899,-63047.490604295104,-69515.01527390105,-67266.6570419858,2549.0200573066527,404,-66457.22908725268,-65004.70083655238,-68795.94430571758,-66448.08903621667,-67587.60807997895,-66858.71426914366,1268.9614370422348
18,4.393453168869018,0.04068260810613861,0.006014633178710938,3.332112677422335e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,100,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 100, 'neurons': [20, 10, 5, 1]}",-69526.90661108696,-69568.94884733495,-66169.93389223603,-63224.128126623924,-71408.27007571948,-67979.63751060027,2917.7172634920585,1277,-67250.7026366522,-65978.42301522194,-69372.06759322752,-66942.59129687701,-69334.19124734479,-67775.5951578647,1354.7827359803705
19,4.401965475082397,0.07319783150778089,0.006004190444946289,4.0956009582237604e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,100,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 100, 'neurons': [30, 30, 15, 1]}",-69242.4023204031,-69752.63991895359,-65173.724134946584,-65048.567268029125,-68717.4248857157,-67586.95170560962,2048.2067594427726,869,-66628.02744245932,-66488.17827887699,-68271.14825426243,-68809.36296959886,-66552.90638791668,-67349.92466662286,987.6835155308436
20,4.363730335235596,0.07118494382428439,0.006203460693359375,0.00040189665941438996,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,100,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 100, 'neurons': [50, 50, 25, 1]}",-69418.28663945521,-71279.27347480168,-62609.974420102386,-65783.04514567502,-69224.09590170166,-67662.93511634719,3087.4838684554825,965,-66379.2659708435,-67454.17225387416,-66115.46611140824,-69680.62853064961,-67009.63020975808,-67327.83261530672,1266.68656842865
21,4.3673567295074465,0.06475678463941391,0.0061910152435302734,0.0004523370628431278,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,500,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 500, 'neurons': [20, 10, 5, 1]}",-69586.47307717253,-68698.67029112093,-63547.74469592133,-64100.260906938165,-70550.85916474933,-67296.80162718045,2900.6903318915342,439,-66986.25210438433,-65637.82388023516,-66611.59252592505,-67897.81160781886,-67564.41219094286,-66939.57846186125,789.043236441794
22,4.414488315582275,0.04637437267480232,0.006151247024536133,0.0003754234185567903,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,500,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 500, 'neurons': [30, 30, 15, 1]}",-68452.25353190648,-69807.98931788659,-66397.46124038841,-63868.201366918016,-68886.22698120805,-67482.4264876615,2124.110901528384,715,-66040.34364990804,-66355.33610822757,-69188.38791871505,-67459.78042318407,-66524.75171075875,-67113.7199621587,1140.0150307261877
23,4.373249292373657,0.07449451755106207,0.006192588806152343,0.0003700930556096891,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,500,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 500, 'neurons': [50, 50, 25, 1]}",-70536.97237882871,-70170.51357818181,-63791.789607517116,-64515.228222759535,-69764.59125738686,-67755.8190089348,2960.2597053137833,1089,-68121.47032578099,-66681.48489122173,-66854.05084899373,-68055.45689061235,-67699.40839770118,-67482.374270862,603.3548524002447
24,4.4055173873901365,0.039481123730766565,0.006038808822631836,9.737916095799528e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,1000,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 1000, 'neurons': [20, 10, 5, 1]}",-68815.09700914714,-69255.99352606395,-65229.81589053685,-64727.2105565219,-68920.05939114744,-67389.63527468346,1980.44224390331,564,-66000.85415537754,-65740.0099319344,-68413.77332053318,-67781.95018380733,-66771.26854024171,-66941.57122637883,1022.8701730920488
25,4.37568769454956,0.04370859760631121,0.005997514724731446,7.548131897919719e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,1000,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 1000, 'neurons': [30, 30, 15, 1]}",-70132.44893547593,-69921.21613822224,-63484.704352315326,-63644.990818645354,-69380.31867815078,-67312.73578456193,3070.3755083704273,456,-68034.12373328171,-66875.43094986105,-66641.12861542594,-67311.60409111349,-66706.6931669661,-67113.79611132966,516.1581633161301
26,4.4143682479858395,0.06474502670207187,0.005973148345947266,3.3362043906349365e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,1000,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 1000, 'neurons': [50, 50, 25, 1]}",-69808.86788783541,-70043.90979180974,-64049.04867803954,-64212.532471392355,-67566.81194567993,-67136.2341549514,2602.3716727823203,260,-67264.00120271117,-66861.38398810833,-67085.35922885755,-68502.85742551253,-65250.14366538377,-66992.74910211467,1040.8181385190028
27,4.415493011474609,0.07055409377159196,0.0059531211853027345,2.7779355860671124e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,5000,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 5000, 'neurons': [20, 10, 5, 1]}",-68519.31509177532,-70469.65998514798,-64692.36699957447,-62809.79620112242,-69616.6803840375,-67221.56373233153,2960.790451761071,354,-66065.16024695052,-66694.79196630021,-68180.67208445037,-66716.85395756518,-67236.48375499534,-66978.79240205234,706.3867659273556
28,4.3742225646972654,0.04416756945651331,0.005991888046264648,9.089514386343712e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,5000,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 5000, 'neurons': [30, 30, 15, 1]}",-70858.7027294753,-70572.85633866303,-63421.437181997564,-65565.68857077455,-68941.07359575876,-67871.95168333384,2914.944881241814,1207,-68187.72554031778,-67181.04290125817,-66686.21893299514,-68774.4355665192,-66864.10063105285,-67538.70471442863,807.217866588724
29,4.370270395278931,0.07932796919748293,0.005939960479736328,3.76239324261424e-05,"['relu', 'relu', 'relu', 'identity']",32,0,0.05,5000,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0, 'learning_rate': 0.05, 'nb_epoch': 5000, 'neurons': [50, 50, 25, 1]}",-67973.51020410827,-69612.02483250324,-63909.984095283,-63763.79279166799,-69165.83029432003,-66885.0284435765,2546.227004791316,78,-66073.26927356489,-66130.32078612722,-67304.38120334267,-67045.2060079729,-66829.92250289019,-66676.61995477957,493.1361599509416
30,4.386421537399292,0.0553228953194339,0.005933809280395508,3.719158657732116e-05,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,50,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 50, 'neurons': [20, 10, 5, 1]}",-69207.6777560277,-70554.65420946386,-64334.18794712277,-64440.190583032796,-69662.62616021269,-67639.86733117196,2691.134067166532,931,-66009.84535160912,-67227.04453458972,-67382.83539083964,-67872.79954801223,-67807.79266065876,-67260.0634971419,671.5149001761033
31,4.448118829727173,0.10657119405328502,0.005956172943115234,5.248350589620547e-05,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,50,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 50, 'neurons': [30, 30, 15, 1]}",-69160.4352416326,-70813.5624847638,-63979.0415604416,-62379.80950083567,-69328.87819980957,-67132.34539749665,3317.203236129765,252,-66635.63687970646,-66980.21880749916,-67432.83593876634,-66244.53150620591,-66729.60806424107,-66804.56623928378,393.28651103110525
32,4.495251989364624,0.12847058674950151,0.006719017028808593,0.001501298765363622,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,50,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 50, 'neurons': [50, 50, 25, 1]}",-69292.29314244812,-70728.02276960273,-63738.01477826768,-64140.22315867686,-68825.2692420105,-67344.76461820117,2853.381411118109,496,-66577.2401211723,-67112.15652597888,-67218.57352522569,-67461.23680843669,-66656.46149447626,-67005.13369505796,337.55168833980105
33,5.069831037521363,0.44304566971594633,0.0059872627258300785,6.994854932148918e-05,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,100,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 100, 'neurons': [20, 10, 5, 1]}",-68943.08184327162,-71078.55196648848,-63642.20975982962,-63020.431590659595,-69545.74364679008,-67246.00376140789,3277.1968105879882,385,-66784.79828559789,-67670.2317215786,-67128.75090923077,-66304.35034146647,-67453.9222319477,-67068.4106979643,485.52504718375974
34,4.392939329147339,0.0635067940842059,0.005942678451538086,3.553271995529903e-05,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,100,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 100, 'neurons': [30, 30, 15, 1]}",-69753.36370116968,-69723.1634155357,-62591.170221830034,-64640.718805189965,-67733.82972206557,-66888.44917315818,2845.2383574609266,81,-67231.24749896178,-66389.1316986552,-65934.3569473719,-67619.55289870361,-65402.24365098688,-66515.30653893587,815.3849387977031
35,4.396891307830811,0.08028158297381466,0.005967617034912109,3.7265975565818385e-05,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,100,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 100, 'neurons': [50, 50, 25, 1]}",-67859.76783319244,-69517.39037678312,-64478.57810730334,-63078.55260987126,-69140.11348864059,-66814.88048315815,2577.6156655837117,57,-65556.69999107947,-66369.52903653988,-67610.57938076512,-66887.44799994554,-66725.36287375465,-66629.92385641692,671.8225175318012
36,4.417905998229981,0.06404338078093864,0.005977821350097656,7.063170424968179e-05,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,500,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 500, 'neurons': [20, 10, 5, 1]}",-70401.9844974965,-69916.84609341373,-63920.6056555609,-64347.02797837123,-70630.28930506248,-67843.35070598098,3040.566332183397,1178,-68010.49181387616,-66301.41139834761,-67552.21016188474,-67966.5619331869,-68562.12379718038,-67678.55982089516,759.7777805246784
37,4.36328911781311,0.061197557434968894,0.00636448860168457,0.0005877371210621173,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,500,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 500, 'neurons': [30, 30, 15, 1]}",-67864.62812459811,-69545.0141496857,-64115.2763431451,-61987.563217390445,-68679.34783242355,-66438.36593344859,2895.3022954687203,3,-65552.564205854,-66051.71061829514,-67522.57843934943,-65426.43066474963,-66395.0544728667,-66189.66768022298,751.8375564129495
38,4.380826473236084,0.08583498022886353,0.0059354305267333984,4.575674311889806e-05,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,500,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 500, 'neurons': [50, 50, 25, 1]}",-68917.2130726709,-69088.53310171585,-62708.54500433241,-66060.08754815701,-68692.76122197101,-67093.42798976944,2455.992446576326,214,-66437.66565494593,-65535.59573602196,-66244.49063563732,-69188.61081190167,-66548.48131675555,-66790.9688310525,1249.5527538249853
39,4.388638353347778,0.09545713007785675,0.006330108642578125,0.0004766483075965985,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,1000,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 1000, 'neurons': [20, 10, 5, 1]}",-67926.62018043768,-71004.29389164016,-62758.02833233798,-64562.753675556465,-68225.86956307288,-66895.51312860902,2907.7708458159154,85,-65453.96759502371,-67478.64015789189,-66387.2913039112,-67958.81924211896,-66053.1806458181,-66666.37978895276,922.3896732576111
40,4.394332313537598,0.10692203062711472,0.005925130844116211,2.6424007597222923e-05,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,1000,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 1000, 'neurons': [30, 30, 15, 1]}",-68651.28158008537,-68842.62824124063,-66444.71617827221,-64078.01593074745,-69264.03893987142,-67456.13617404342,1952.1225366602544,671,-66311.19126537058,-65216.54615259818,-69645.10341875035,-68181.2320294221,-67665.98224452927,-67404.0110221341,1528.0349552239077
41,4.3712667465209964,0.09444305252934551,0.0062373638153076175,0.0006051123959214857,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,1000,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 1000, 'neurons': [50, 50, 25, 1]}",-69079.83553786506,-71275.55424585006,-63570.29595921286,-62539.42036838269,-68023.66677698879,-66897.7545776599,3324.4952540055397,88,-66647.80628427996,-67734.4563425932,-67222.09390841103,-66419.1137164267,-65756.24418980733,-66755.94288830365,678.1342430087336
42,4.356630849838257,0.07463649661089003,0.0063248157501220705,0.0004734846614177364,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,5000,"[20, 10, 5, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 5000, 'neurons': [20, 10, 5, 1]}",-69486.68940503632,-70327.76150158784,-65983.85466447967,-64198.83008366687,-70891.67136636644,-68177.76140422744,2620.924319739016,1365,-67276.58064358046,-66349.39086361037,-69388.40773705117,-67776.32030484163,-68930.6053445912,-67944.26097873496,1102.3653524697552
43,4.397037744522095,0.08218746737326833,0.006346607208251953,0.0004765211393299596,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,5000,"[30, 30, 15, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 5000, 'neurons': [30, 30, 15, 1]}",-67710.42021435253,-70687.7959002723,-64529.022578110016,-65274.955972999494,-67461.46741822815,-67132.7324167925,2159.2083967674025,254,-65384.564270837465,-67353.34322588416,-67847.76356666825,-68950.28861171416,-65377.01698855714,-66982.59533273222,1406.3692265904972
44,4.3846534252166744,0.04240248721261713,0.006500339508056641,0.0004993109085664381,"['relu', 'relu', 'relu', 'identity']",32,0.1,0.01,5000,"[50, 50, 25, 1]","{'activations': ['relu', 'relu', 'relu', 'identity'], 'batch_size': 32, 'dropout_rate': 0.1, 'learning_rate': 0.01, 'nb_epoch': 5000, 'neurons': [50, 50, 25, 1]}",-69015.07426397309,-70441.53080291483,-65510.67957954527,-64749.02705509182,-69896.70146277577,-67922.60263286016,2337.713170766472,1244,-66924.97731859752,-66968.60647438624,-68644.75293118112,-68315.91675899089,-67781.82637903909,-67727.21597243898,694.3342439354176
